Sensitivity,Specificity,Pos Pred Value,Neg Pred Value,Precision,Recall,F1,Prevalence,Detection Rate,Detection Prevalence,Balanced Accuracy,class,model
0.9843205574912892,0.6547352721849367,0.8591849148418491,0.9512459371614302,0.8591849148418491,0.9843205574912892,0.9175056836635271,0.681548325813346,0.6708620280218476,0.7808121586321539,0.8195279148381129,Class: negative,Logistic Regression
0,0.9997521070897373,0,0.957957244655582,0,0,NA,0.04203277131322726,0,2.3747328425552126e-4,0.49987605354486864,Class: neutral,Logistic Regression
0.711340206185567,0.9691499835904168,0.8980477223427332,0.897841289145637,0.8980477223427332,0.711340206185567,0.7938638542665387,0.27641890287342674,0.1966278793635716,0.21895036808359059,0.8402450948879919,Class: positive,Logistic Regression
